Name,Link,Phone,Email
,https://www.google.com/maps/place/University+of+Illinois+Chicago+College+of+Dentistry/data=!4m7!3m6!1s0x880e2d1752deeac9:0xf67cbbb2ca494b83!8m2!3d41.870988!4d-87.668363!16zL20vMGR0Njhy!19sChIJyereUhctDogRg0tJyrK7fPY?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Family+Dental+Care+-+East+Side+Chicago/data=!4m7!3m6!1s0x8811d86530dbad43:0x30f0b75866724227!8m2!3d41.7025829!4d-87.5289131!16s%2Fg%2F1tf7n4v3!19sChIJQ63bMGXYEYgRJ0JyZli38DA?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Chicago+Loop+Dentistry/data=!4m7!3m6!1s0x880e2ca5a95372bb:0x80512c0169704120!8m2!3d41.8830478!4d-87.62682!16s%2Fg%2F1td_z5gd!19sChIJu3JTqaUsDogRIEFwaQEsUYA?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Illinois+Dental+Center+of+Belmont/data=!4m7!3m6!1s0x880fcb802f497013:0xe170bc57d067714!8m2!3d41.9383163!4d-87.7782897!16s%2Fg%2F11fy7gfrqj!19sChIJE3BJL4DLD4gRFHcGfcULFw4?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/East+Village+Dental+Centre/data=!4m7!3m6!1s0x880fd2d28eecde3b:0xebe6f3104695782!8m2!3d41.8980417!4d-87.66697!16s%2Fg%2F1td3gmgr!19sChIJO97sjtLSD4gRgldpBDFvvg4?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Precision+Dental+Care+N+Pulaski/data=!4m7!3m6!1s0x880fcdd08a800919:0x9098678d337cdbf1!8m2!3d41.9693308!4d-87.7290552!16s%2Fg%2F1td20w1k!19sChIJGQmAitDND4gR8dt8M41nmJA?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Parkview+Dental+Care/data=!4m7!3m6!1s0x880fcc726d79200d:0x4c11d825809cef5!8m2!3d41.953907!4d-87.7672119!16s%2Fg%2F1tmk92hb!19sChIJDSB5bXLMD4gR9c4JWIIdwQQ?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/NK+Family+Dental/data=!4m7!3m6!1s0x880fd2906bcfd83d:0x4253c3ba17f1d51d!8m2!3d41.9247774!4d-87.6865549!16s%2Fg%2F11hb2ctt6h!19sChIJPdjPa5DSD4gRHdXxF7rDU0I?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Comprehensive+Dental+%26+Implant+Center/data=!4m7!3m6!1s0x880fcb0829be9097:0x1175ef80d9aa5062!8m2!3d41.938218!4d-87.8037853!16s%2Fg%2F1q66rsz17!19sChIJl5C-KQjLD4gRYlCq2YDvdRE?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/The+Magnificent+Smile/data=!4m7!3m6!1s0x880e2cac1153c397:0x154ec53e08c2658a!8m2!3d41.8912319!4d-87.6247108!16s%2Fg%2F1tsr3sv5!19sChIJl8NTEawsDogRimXCCD7FThU?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/ABC+Dental/data=!4m7!3m6!1s0x880fccfbf78be167:0xd629eefff69b8216!8m2!3d41.932352!4d-87.742307!16s%2Fg%2F11bccd4m02!19sChIJZ-GL9_vMD4gRFoKb9v_uKdY?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Division+Dental+Clinic/data=!4m7!3m6!1s0x880fd2a93a3b0d09:0xdb239818f612a42b!8m2!3d41.9032381!4d-87.6933456!16s%2Fg%2F1tf0r6gt!19sChIJCQ07OqnSD4gRK6QS9hiYI9s?authuser=0&hl=en&rclk=1,,Not found
,"https://www.google.com/maps/place/ORA+Dental+Studio+-+Wicker+Park,+Chicago/data=!4m7!3m6!1s0x880fd2c91d5ff973:0x4a70666c8b80cb56!8m2!3d41.9033799!4d-87.6746993!16s%2Fg%2F1tfb2lmn!19sChIJc_lfHcnSD4gRVsuAi2xmcEo?authuser=0&hl=en&rclk=1",,Not found
,"https://www.google.com/maps/place/The+Chicago+Dental+Studio,+Lincoln+Park/data=!4m7!3m6!1s0x880fd3bea13dcaa7:0x8fdc3e421b9f6c75!8m2!3d41.9250362!4d-87.6606085!16s%2Fg%2F11rtlxhkx4!19sChIJp8o9ob7TD4gRdWyfG0I-3I8?authuser=0&hl=en&rclk=1",,Not found
,https://www.google.com/maps/place/UIC+Faculty+Dental+Practice/data=!4m7!3m6!1s0x880e2d1752deeac9:0x82d59701547ef54e!8m2!3d41.8709687!4d-87.6683179!16s%2Fg%2F11b6njmchd!19sChIJyereUhctDogRTvV-VAGX1YI?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Wentworth+Dental+Clinic/data=!4m7!3m6!1s0x880e2c6476adf9f7:0x705f8446c398e99b!8m2!3d41.850257!4d-87.631676!16s%2Fg%2F1tdh4f_7!19sChIJ9_mtdmQsDogRm-mYw0aEX3A?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Lake+Shore+Dental+Care/data=!4m7!3m6!1s0x880fd3ceefe023e7:0x46af395ca891dd3c!8m2!3d41.9620144!4d-87.6514728!16s%2Fg%2F1vp6_sk1!19sChIJ5yPg787TD4gRPN2RqFw5r0Y?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Urban+Smiles+Dental/data=!4m7!3m6!1s0x880fd3319c17d425:0xfdc306a3a946ab2b!8m2!3d41.9056264!4d-87.6686862!16s%2Fg%2F11fm3trr54!19sChIJJdQXnDHTD4gRK6tGqaMGw_0?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/EZ+Dental/data=!4m7!3m6!1s0x880e2c847ad35c75:0x38a4460eabf407e4!8m2!3d41.862107!4d-87.6242718!16s%2Fg%2F11df0yylt5!19sChIJdVzTeoQsDogR5Af0qw5GpDg?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/LPS+Dental+-+Downtown+Chicago+Loop/data=!4m7!3m6!1s0x880e2ca5ca7d179f:0x110d5169be75d966!8m2!3d41.882925!4d-87.624775!16s%2Fg%2F1v1kqfx1!19sChIJnxd9yqUsDogRZtl1vmlRDRE?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Dentologie+-+West+Loop/data=!4m7!3m6!1s0x880e2dea64a83c17:0x3039a08eb7a36c61!8m2!3d41.886208!4d-87.648498!16s%2Fg%2F11pzr6j8xb!19sChIJFzyoZOotDogRYWyjt46gOTA?authuser=0&hl=en&rclk=1,Open ⋅ Closes 8 p.m. · (312) 846-6752,Not found
,https://www.google.com/maps/place/Blooming+Smiles+Chicago/data=!4m7!3m6!1s0x880fcd14f2c8c799:0xd97fdddb0bf08943!8m2!3d41.92411!4d-87.697826!16s%2Fg%2F11n0mwswjz!19sChIJmcfI8hTND4gRQ4nwC9vdf9k?authuser=0&hl=en&rclk=1,Closed ⋅ Opens 9 a.m. Fri · (773) 365-9309,Not found
,"https://www.google.com/maps/place/DentalQ+%E2%80%93+Best+Dentists+in+Chicago,+Lincoln+Park+%26+South+Loop/data=!4m7!3m6!1s0x880e2da2a8943e85:0x81a671df93fcce36!8m2!3d41.8748399!4d-87.6290171!16s%2Fg%2F11lmlxfyj5!19sChIJhT6UqKItDogRNs78k99xpoE?authuser=0&hl=en&rclk=1",,Not found
,https://www.google.com/maps/place/Westend+Dental+of+Lincoln+Park+Chicago/data=!4m7!3m6!1s0x880fd31fd548b7bb:0x1db4995d63a1abf!8m2!3d41.9182218!4d-87.6580548!16s%2Fg%2F1tdl6qqk!19sChIJu7dI1R_TD4gRvxo61pVJ2wE?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Bridgeport+Smiles+of+Chicago/data=!4m7!3m6!1s0x880e2c465cc2b167:0xecd28e35a105a2a3!8m2!3d41.8390893!4d-87.6469625!16s%2Fg%2F1q6jzcjm0!19sChIJZ7HCXEYsDogRo6IFoTWO0uw?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Green+Tree+Dental/data=!4m7!3m6!1s0x880fcd43772dc327:0xb6a54bdb589c0a6f!8m2!3d41.9097984!4d-87.7098779!16s%2Fg%2F11flxg1lqc!19sChIJJ8Mtd0PND4gRbwqcWNtLpbY?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Pure+Dental+Spa+West+Loop/data=!4m7!3m6!1s0x880e2cd8a0c71575:0x9a06ed2381d0e184!8m2!3d41.8817472!4d-87.6580729!16s%2Fg%2F11cn6szlbg!19sChIJdRXHoNgsDogRhOHQgSPtBpo?authuser=0&hl=en&rclk=1,,Not found
,"https://www.google.com/maps/place/ORA+Dental+Studio+-+Gold+Coast,+Chicago/data=!4m7!3m6!1s0x880fd34d3494a507:0x533d7bd66c9379cc!8m2!3d41.8953824!4d-87.6300474!16s%2Fg%2F1tfx5hbm!19sChIJB6WUNE3TD4gRzHmTbNZ7PVM?authuser=0&hl=en&rclk=1",,Not found
,https://www.google.com/maps/place/3020+Dental+Associates/data=!4m7!3m6!1s0x880fcdf162eb39bf:0xa41009e6e6b2ff78!8m2!3d41.961312!4d-87.704238!16s%2Fg%2F1th24dll!19sChIJvznrYvHND4gReP-y5uYJEKQ?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Lakeshore+Dental+Studio/data=!4m7!3m6!1s0x880fd18f6237158d:0x95d03ca608703c13!8m2!3d41.9819391!4d-87.6681161!16s%2Fg%2F11hbmr8d7k!19sChIJjRU3Yo_RD4gREzxwCKY80JU?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Webster+Dental+Care/data=!4m7!3m6!1s0x880fd2ffb6f1c699:0x81b39238d5a81700!8m2!3d41.9334813!4d-87.6595677!16s%2Fg%2F1t_hzl87!19sChIJmcbxtv_SD4gRABeo1TiSs4E?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/American+Dental/data=!4m7!3m6!1s0x880e2d2177855cc9:0x2d5b572305946abd!8m2!3d41.8913198!4d-87.6486376!16s%2Fg%2F11j8cplygc!19sChIJyVyFdyEtDogRvWqUBSNXWy0?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/1st+Family+Dental-Logan+Square/data=!4m7!3m6!1s0x880fcd7b3803f2ff:0x5130dc0eb4aa3b6c!8m2!3d41.927102!4d-87.703804!16s%2Fg%2F1v_z4y2t!19sChIJ__IDOHvND4gRbDuqtA7cMFE?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/DentArt+Chicago/data=!4m7!3m6!1s0x880e2dad81c52bbf:0x8924c37eb6aed3c4!8m2!3d41.854927!4d-87.6240615!16s%2Fg%2F11gmst9_t5!19sChIJvyvFga0tDogRxNOutn7DJIk?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Precision+Dental+Care+S+Ashland/data=!4m7!3m6!1s0x880e2e78f226fb59:0x64a9ce734294ed6c!8m2!3d41.8149411!4d-87.6646047!16s%2Fg%2F1td8zq6k!19sChIJWfsm8nguDogRbO2UQnPOqWQ?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Lawndale+Christian+Health+Center+Dental+Clinic/data=!4m7!3m6!1s0x880e325e691707c3:0x4bb752aa03b89a35!8m2!3d41.853396!4d-87.719325!16s%2Fg%2F1jky11yvx!19sChIJwwcXaV4yDogRNZq4A6pSt0s?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Taylor+Dental+Center/data=!4m7!3m6!1s0x880e2ea90288642d:0x38639d9cd205dfd!8m2!3d41.8128121!4d-87.6257343!16s%2Fg%2F1tj2jgwq!19sChIJLWSIAqkuDogR_V0gzdk5hgM?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Affinity+Dental/data=!4m7!3m6!1s0x880fd26af040941f:0x7668528beeab51a!8m2!3d41.9539529!4d-87.679459!16s%2Fg%2F11h1kqj8k!19sChIJH5RA8GrSD4gRGrXqviiFZgc?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Chicago+Dental+Solutions+@+Midway+Square+Dental+Center/data=!4m7!3m6!1s0x880e319666c776b9:0xb8a165ef37ce371d!8m2!3d41.8000684!4d-87.7231462!16s%2Fg%2F1xcbq65q!19sChIJuXbHZpYxDogRHTfON-9lobg?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/North+%26+Western+Dental+Clinic/data=!4m7!3m6!1s0x880fd2a41ef415e5:0xe6d52b59f54fcc24!8m2!3d41.9105318!4d-87.6924355!16s%2Fg%2F1tk688nk!19sChIJ5RX0HqTSD4gRJMxP9Vkr1eY?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Midwest+Family+Dental/data=!4m7!3m6!1s0x880fcd8b01061573:0xb85196c778bd50a4!8m2!3d41.9535934!4d-87.699926!16s%2Fg%2F113f1d4ff!19sChIJcxUGAYvND4gRpFC9eMeWUbg?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Downtown+Dental/data=!4m7!3m6!1s0x880e2ca5ca79dff7:0xb3f24d208ab84df2!8m2!3d41.8829547!4d-87.6247085!16s%2Fg%2F1ydxc8kyl!19sChIJ9995yqUsDogR8k24iiBN8rM?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Dentologie+-+West+Loop/data=!4m7!3m6!1s0x880e2dea64a83c17:0x3039a08eb7a36c61!8m2!3d41.886208!4d-87.648498!16s%2Fg%2F11pzr6j8xb!19sChIJFzyoZOotDogRYWyjt46gOTA?authuser=0&hl=en&rclk=1,Open ⋅ Closes 8 p.m. · (312) 846-6752,Not found
,https://www.google.com/maps/place/Alta+Dental+Pilsen/data=!4m7!3m6!1s0x880e2d1b4d852f69:0x71e8ba1115cb5bf5!8m2!3d41.858287!4d-87.65325!16s%2Fg%2F11shp2nlr_!19sChIJaS-FTRstDogR9VvLFRG66HE?authuser=0&hl=en&rclk=1,Open ⋅ Closes 7 p.m. · (773) 920-2582,Not found
,https://www.google.com/maps/place/1st+Family+Dental-Little+Village/data=!4m7!3m6!1s0x880e32458e6cc8a7:0x4e52f83d65b8432!8m2!3d41.844014!4d-87.7265123!16s%2Fg%2F1v_s6gfx!19sChIJp8hsjkUyDogRMoRb1oMv5QQ?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Skyline+Smiles/data=!4m7!3m6!1s0x880e2cdbe457835d:0x30fce3f647219246!8m2!3d41.881496!4d-87.6528801!16s%2Fg%2F12hr3cnxg!19sChIJXYNX5NssDogRRpIhR_bj_DA?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Sloop+Dental/data=!4m7!3m6!1s0x880e2c8500d1f02f:0x84c102c2f462b816!8m2!3d41.8625624!4d-87.6259531!16s%2Fg%2F12637nsh9!19sChIJL_DRAIUsDogRFrhi9MICwYQ?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Brighter+Dental+of+South+Loop/data=!4m7!3m6!1s0x880e2c86c7608cf3:0xf6e690365c516c13!8m2!3d41.8597016!4d-87.6241474!16s%2Fg%2F11c146lf0j!19sChIJ84xgx4YsDogRE2xRXDaQ5vY?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Dentologie+-+West+Loop/data=!4m7!3m6!1s0x880e2dea64a83c17:0x3039a08eb7a36c61!8m2!3d41.8862078!4d-87.6484976!16s%2Fg%2F11pzr6j8xb!19sChIJFzyoZOotDogRYWyjt46gOTA?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Miswak+Dentistry/data=!4m7!3m6!1s0x880e2d4d25122081:0x8f72e5e76f89a46d!8m2!3d41.8973263!4d-87.6872748!16s%2Fg%2F113dnf3l_!19sChIJgSASJU0tDogRbaSJb-flco8?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Modern+Dental+on+Clark+Street/data=!4m7!3m6!1s0x880fd34cdb539c29:0x8f776a73c49322a0!8m2!3d41.896198!4d-87.631556!16s%2Fg%2F11f_4s5xx9!19sChIJKZxT20zTD4gRoCKTxHNqd48?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/State+Street+Dental/data=!4m7!3m6!1s0x880e2ca356e68c6f:0x217d32e80c5cb80c!8m2!3d41.8801547!4d-87.628112!16s%2Fg%2F11ckg2f0w5!19sChIJb4zmVqMsDogRDLhcDOgyfSE?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Universal+Dental+of+Hyde+Park/data=!4m7!3m6!1s0x880e2973e76c04d3:0xc6218cfacd50579!8m2!3d41.7997403!4d-87.5853168!16s%2Fg%2F11c3k6g_8d!19sChIJ0wRs53MpDogReQXVrM8YYgw?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Northwestern+Medicine+Dental+Center/data=!4m7!3m6!1s0x880e2cad39ceeef9:0x87ae80386853bfe9!8m2!3d41.8945188!4d-87.6222324!16s%2Fg%2F1tfc2lvl!19sChIJ-e7OOa0sDogR6b9TaDiAroc?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Dental+Salon/data=!4m7!3m6!1s0x880fd323ff124509:0x9fa345bb6d005f14!8m2!3d41.910763!4d-87.6527833!16s%2Fg%2F1tf5fbhy!19sChIJCUUS_yPTD4gRFF8AbbtFo58?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Dentist+On+The+Park/data=!4m7!3m6!1s0x880e2da0168f8151:0x15b019c5c1a45d51!8m2!3d41.88185!4d-87.6247626!16s%2Fg%2F113dhzxxz!19sChIJUYGPFqAtDogRUV2kwcUZsBU?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Chicago+Dental+Solutions+@+Chicago+Dental+Design/data=!4m7!3m6!1s0x880fd3547bdd70ad:0x167851312e0c73af!8m2!3d41.8980056!4d-87.6232355!16s%2Fg%2F11c3k5310s!19sChIJrXDde1TTD4gRr3MMLjFReBY?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Lakeview+Smiles+-+Bucktown/data=!4m7!3m6!1s0x880fd3305c214c37:0x3125eba0933533e5!8m2!3d41.9174713!4d-87.688208!16s%2Fg%2F11hdx1fq13!19sChIJN0whXDDTD4gR5TM1k6DrJTE?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Northside+Dental/data=!4m7!3m6!1s0x880fc73113a55f5d:0x6323f280bdf9c439!8m2!3d41.98735!4d-87.6699997!16s%2Fg%2F1td012bh!19sChIJXV-lEzHHD4gROcT5vYDyI2M?authuser=0&hl=en&rclk=1,,Not found
,https://www.google.com/maps/place/Grand+Dentistry+Loop/data=!4m7!3m6!1s0x880e2d9d51a25669:0x9250df030f78f1f7!8m2!3d41.8818344!4d-87.6312436!16s%2Fg%2F11gmwb0kmn!19sChIJaVaiUZ0tDogR9_F4DwPfUJI?authuser=0&hl=en&rclk=1,,Not found
